"SalePrice","BsmtFinSF1","GarageCars","YearBuilt","OpenPorchSF","WoodDeckSF","YearRemodAdd","HouseStyle","BsmtFinType2","Foundation","RoofStyle","Exterior1st","LandSlope"
190000,812,2,1964,198,168,1964,"1Story","Unf","CBlock","Gable","Wd Sdng","ModOrSev"
278000,1158,2,2000,59,212,2000,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
281000,0,3,2006,74,177,2006,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
119500,231,1,1972,0,185,1972,"2Story","Unf","CBlock","Gable","CemntBd","Gtl"
107500,0,1,1892,287,0,1965,"2Story","Unf","Other","Gable","Wd Sdng","Gtl"
162900,194,2,1976,28,0,1976,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
138500,1016,1,1968,0,356,1968,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
140000,547,2,2005,44,0,2006,"Other","Unf","PConc","Gable","VinylSd","Gtl"
160000,5644,2,2008,292,214,2008,"2Story","Unf","PConc","Hip","Other","Gtl"
225000,694,2,1999,0,0,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
130000,0,2,2004,40,0,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
138000,746,2,1994,64,0,1995,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
179200,1200,2,1991,51,112,1991,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
203000,925,2,2005,98,264,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
333168,0,3,1999,30,668,1999,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
206900,500,2,1969,0,280,1969,"2Story","Other","CBlock","Gable","HdBoard","Gtl"
295493,0,3,2008,42,172,2008,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
208900,0,2,2006,241,0,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
275000,0,3,2001,150,198,2002,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
111000,492,1,1954,0,0,1954,"1Story","Unf","PConc","Hip","Wd Sdng","Gtl"
72500,0,1,1949,0,0,1950,"1Story","Other","CBlock","Hip","VinylSd","Gtl"
190000,674,2,1992,39,240,1992,"2Story","Unf","PConc","Gable","HdBoard","Gtl"
147000,0,3,2006,49,0,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
130500,641,1,1982,0,0,2008,"1Story","Unf","CBlock","Gable","VinylSd","Gtl"
256000,493,2,1920,547,0,1950,"1.5Fin","Unf","BrkTil","Gable","BrkFace","Gtl"
176500,0,2,1998,28,0,1998,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
227000,0,3,2006,45,144,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
132500,483,2,1976,0,0,1976,"SLvl","Unf","CBlock","Gable","MetalSd","Gtl"
1e+05,690,1,1938,0,0,1958,"1Story","Unf","CBlock","Gable","MetalSd","ModOrSev"
125500,0,1,1938,65,0,1995,"1.5Fin","Unf","CBlock","Gable","Wd Sdng","Gtl"
125000,765,2,1970,36,0,1970,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
167900,686,2,1977,16,0,1977,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
135000,0,2,1973,211,0,1973,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
2e+05,700,2,2002,91,146,2002,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
128500,360,1,1972,0,0,1972,"1Story","Unf","CBlock","Hip","MetalSd","Gtl"
123000,0,4,1971,0,0,1971,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
177000,0,2,1928,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","BrkFace","Gtl"
155835,0,2,2006,0,0,2006,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
262500,297,2,1968,80,0,2003,"1Story","Other","CBlock","Hip","BrkFace","Gtl"
283463,80,3,2006,0,0,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
2e+05,500,4,1969,0,0,1969,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
171000,319,2,1962,84,0,1962,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
134900,0,2,1937,0,210,2000,"1.5Fin","Unf","BrkTil","Gable","MetalSd","Gtl"
410000,816,3,1995,86,283,1996,"1.5Fin","Unf","PConc","Hip","VinylSd","Gtl"
110000,340,1,1966,0,0,1966,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
260000,1274,2,2005,36,168,2005,"1Story","Unf","PConc","Hip","VinylSd","ModOrSev"
104900,0,1,1920,0,55,2007,"1.5Fin","Unf","BrkTil","Gable","VinylSd","Gtl"
156932,0,2,2006,36,0,2007,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
232000,370,2,2003,262,0,2003,"1Story","Other","PConc","Hip","VinylSd","Gtl"
105000,315,1,1920,0,0,1950,"1.5Fin","Other","PConc","Gable","Other","Gtl"
165500,831,1,1955,28,0,1996,"SLvl","Unf","CBlock","Hip","Other","Gtl"
466500,1282,3,2001,140,314,2002,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
250000,0,3,2005,210,154,2005,"2Story","Unf","PConc","Gable","CemntBd","Gtl"
239000,0,3,2007,36,100,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
91000,384,1,1930,141,0,1950,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
117000,408,2,1941,68,0,1960,"1.5Fin","Other","CBlock","Gable","Wd Sdng","Gtl"
83000,309,1,1973,0,72,1973,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
167500,0,2,2006,0,100,2007,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
237500,865,2,1970,42,0,1970,"1Story","Unf","CBlock","Gable","BrkFace","Gtl"
157000,0,2,1920,0,36,1950,"2Story","Unf","BrkTil","Hip","Wd Sdng","Gtl"
112000,0,2,1918,0,0,2007,"1Story","Unf","BrkTil","Gable","Wd Sdng","Gtl"
105000,204,1,1939,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","Other","Gtl"
125500,735,1,1922,96,0,2007,"1.5Fin","Unf","BrkTil","Gable","VinylSd","Gtl"
250000,790,2,1978,112,0,1978,"2Story","Other","CBlock","Gable","Plywood","Gtl"
136000,168,1,1916,15,88,1950,"1.5Fin","Other","BrkTil","Gable","Other","Gtl"
377500,1320,3,2006,39,201,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
131000,375,2,1941,0,0,1950,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
235000,1400,2,2000,36,219,2000,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
124000,0,3,1967,152,0,1967,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
163000,0,2,1905,25,0,2000,"1.5Fin","Unf","BrkTil","Gable","Wd Sdng","Gtl"
246578,1070,3,2006,20,161,2006,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
281213,0,3,2005,39,144,2006,"2Story","Unf","PConc","Hip","VinylSd","Gtl"
137500,0,1,1920,0,24,2004,"2Story","Unf","BrkTil","Gable","MetalSd","Gtl"
137450,264,1,1925,16,147,1990,"1.5Fin","Unf","BrkTil","Gable","Other","Gtl"
193000,759,2,2004,75,100,2004,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
282922,929,3,2007,160,168,2007,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
105000,0,3,1915,0,216,1950,"1.5Fin","Unf","PConc","Gable","Wd Sdng","Gtl"
275000,1373,2,2004,53,128,2005,"1Story","Unf","PConc","Hip","CemntBd","ModOrSev"
133000,656,2,1972,0,58,2007,"Other","Unf","CBlock","Gable","HdBoard","Gtl"
215000,0,2,1986,63,364,1991,"2Story","Unf","CBlock","Gable","Plywood","Gtl"
230000,666,2,2001,45,0,2001,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
140000,120,1,1950,0,0,2005,"1.5Fin","Unf","CBlock","Gable","VinylSd","Gtl"
90000,0,2,1949,0,0,1950,"1Story","Other","Other","Gable","BrkFace","Gtl"
257000,976,2,2005,44,165,2006,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
207000,0,2,1923,0,0,2000,"1.5Fin","Unf","BrkTil","Other","Wd Sdng","Gtl"
122500,0,2,1885,0,0,1950,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
340000,781,3,1998,126,0,1998,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
124000,25,1,1963,88,0,1963,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
223000,1110,2,1969,73,0,1969,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
179900,404,2,1968,169,0,1968,"2Story","Unf","CBlock","Gable","HdBoard","Gtl"
127500,360,2,1977,55,0,1977,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
144000,457,1,1958,28,316,1983,"1Story","Other","CBlock","Hip","HdBoard","Gtl"
142000,0,2,1959,39,0,1959,"1Story","Unf","CBlock","Hip","HdBoard","Gtl"
271000,1000,2,1994,132,171,1994,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
140000,580,1,1945,0,0,1950,"1.5Fin","Unf","CBlock","Gable","MetalSd","Gtl"
192140,0,2,2005,40,100,2005,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
143750,958,2,1976,60,0,1976,"1Story","Unf","CBlock","Gable","Plywood","Gtl"
186500,0,2,2000,0,0,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
160000,936,2,1977,41,295,1977,"1Story","Unf","CBlock","Gable","BrkFace","ModOrSev"
120500,616,2,1971,0,0,1971,"1Story","Unf","PConc","Gable","HdBoard","Gtl"
394617,1336,3,2008,66,0,2008,"1Story","Unf","PConc","Hip","VinylSd","Gtl"
149700,600,2,1957,158,0,1996,"1Story","Unf","CBlock","Gable","MetalSd","Gtl"
197000,315,2,1979,88,0,1979,"SLvl","Other","CBlock","Hip","HdBoard","Gtl"
191000,0,2,1922,0,431,1994,"Other","Unf","BrkTil","Gable","MetalSd","ModOrSev"
149300,697,2,2004,0,149,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
310000,765,3,2008,52,168,2008,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
121000,0,1,1916,98,0,1950,"Other","Unf","BrkTil","Gable","Wd Sdng","Gtl"
179600,0,2,2004,60,192,2004,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
129000,187,1,1966,0,0,1966,"Other","Other","CBlock","Gable","VinylSd","Gtl"
157900,593,1,1962,39,261,1962,"1Story","Unf","CBlock","Gable","HdBoard","Gtl"
240000,1079,2,1995,65,0,1996,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
112000,0,1,1910,24,168,2000,"2Story","Unf","CBlock","Gable","MetalSd","Gtl"
287090,0,3,2008,36,0,2009,"1Story","Unf","PConc","Gable","CemntBd","Gtl"
145000,547,2,2005,28,0,2005,"SLvl","Unf","PConc","Gable","VinylSd","Gtl"
185000,410,2,2004,113,0,2005,"1Story","Unf","PConc","Gable","VinylSd","Gtl"
175000,0,2,1999,40,0,2000,"2Story","Unf","PConc","Gable","VinylSd","Gtl"
266500,275,1,1941,60,0,2006,"2Story","Unf","Other","Gable","CemntBd","Gtl"
147500,830,1,1965,68,736,1965,"1Story","Other","CBlock","Gable","HdBoard","Gtl"
